Loan_ID,,Customer_id,, LoanAmount ,,Loan_Amount_Term,,Cibil Score,,,,,,,,,,,,Remarks Criteria
LP002640,"(LP002640,",IP43512,"IP43512,",250,"250,",360,"360,",522,"522),",,,,,,,,,,,
LP002643,"(LP002643,",IP43513,"IP43513,",148,"148,",360,"360,",111,"111),",,,,,,,,,,,
LP002648,"(LP002648,",IP43514,"IP43514,",70,"70,",180,"180,",728,"728),",,,,,,,,,,,
LP002652,"(LP002652,",IP43515,"IP43515,",311,"311,",360,"360,",882,"882),",,,,,,,,,,,
LP002659,"(LP002659,",IP43516,"IP43516,",150,"150,",360,"360,",512,"512),",,,,,,,,,,,
LP002670,"(LP002670,",IP43517,"IP43517,",113,"113,",480,"480,",388,"388),",,,,,,,,,,,
LP002682,"(LP002682,",IP43518,"IP43518,",123,"123,",360,"360,",963,"963),",,,,,,,,,,,
LP002683,"(LP002683,",IP43519,"IP43519,",185,"185,",360,"360,",563,"563),",,,,,,,,,,,
LP002684,"(LP002684,",IP43520,"IP43520,",95,"95,",360,"360,",542,"542),",,,,,,,,,,,
LP002689,"(LP002689,",IP43521,"IP43521,",45,"45,",360,"360,",555,"555),",,,,,,,,,,,
LP002690,"(LP002690,",IP43522,"IP43522,",55,"55,",360,"360,",400,"400),",,,,,,,,,,,
LP002692,"(LP002692,",IP43523,"IP43523,",100,"100,",360,"360,",768,"768),",,,,,,,,,,,
LP002693,"(LP002693,",IP43524,"IP43524,",480,"480,",360,"360,",271,"271),",,,,,,,,,,,
LP002697,"(LP002697,",IP43525,"IP43525,",Null,"Null,",360,"360,",211,"211),",,,,,,,,,,,
LP002699,"(LP002699,",IP43526,"IP43526,",400,"400,",360,"360,",818,"818),",,,,,,,,,,,
LP002705,"(LP002705,",IP43527,"IP43527,",110,"110,",360,"360,",397,"397),",,,,,,,,,,,
LP002706,"(LP002706,",IP43528,"IP43528,",161,"161,",360,"360,",534,"534),",,,,,,,,,,,
LP002714,"(LP002714,",IP43529,"IP43529,",94,"94,",360,"360,",773,"773),",,,,,,,,,,,
LP002716,"(LP002716,",IP43530,"IP43530,",130,"130,",360,"360,",959,"959),",,,,,,,,,,,
LP002717,"(LP002717,",IP43531,"IP43531,",216,"216,",360,"360,",664,"664),",,,,,,,,,,,
LP002720,"(LP002720,",IP43532,"IP43532,",100,"100,",360,"360,",276,"276),",,,,,,,,,,,
LP002723,"(LP002723,",IP43533,"IP43533,",110,"110,",360,"360,",533,"533),",,,,,,,,,,,
LP002729,"(LP002729,",IP43534,"IP43534,",196,"196,",360,"360,",219,"219),",,,,,,,,,,,
LP002731,"(LP002731,",IP43535,"IP43535,",125,"125,",360,"360,",832,"832),",,,,,,,,,,,
LP002732,"(LP002732,",IP43536,"IP43536,",126,"126,",360,"360,",215,"215),",,,,,,,,,,,
LP002734,"(LP002734,",IP43537,"IP43537,",324,"324,",360,"360,",662,"662),",,,,,,,,,,,
LP002738,"(LP002738,",IP43538,"IP43538,",107,"107,",360,"360,",624,"624),",,,,,,,,,,,
LP002739,"(LP002739,",IP43539,"IP43539,",66,"66,",360,"360,",612,"612),",,,,,,,,,,,
LP002740,"(LP002740,",IP43540,"IP43540,",157,"157,",180,"180,",174,"174),",,,,,,,,,,,
LP002741,"(LP002741,",IP43541,"IP43541,",140,"140,",180,"180,",188,"188),",,,,,,,,,,,
LP002743,"(LP002743,",IP43542,"IP43542,",99,"99,",360,"360,",497,"497),",,,,,,,,,,,
LP002753,"(LP002753,",IP43543,"IP43543,",95,"95,",360,"360,",763,"763),",,,,,,,,,,,
LP002755,"(LP002755,",IP43544,"IP43544,",128,"128,",360,"360,",393,"393),",,,,,,,,,,,
LP002757,"(LP002757,",IP43545,"IP43545,",102,"102,",360,"360,",833,"833),",,,,,,,,,,,
LP002767,"(LP002767,",IP43546,"IP43546,",155,"155,",360,"360,",422,"422),",,,,,,,,,,,
LP002768,"(LP002768,",IP43547,"IP43547,",80,"80,",36,"36,",878,"878),",,,,,,,,,,,
LP002772,"(LP002772,",IP43548,"IP43548,",145,"145,",360,"360,",609,"609),",,,,,,,,,,,
LP002776,"(LP002776,",IP43549,"IP43549,",103,"103,",360,"360,",258,"258),",,,,,,,,,,,
LP002777,"(LP002777,",IP43550,"IP43550,",110,"110,",360,"360,",376,"376),",,,,,,,,,,,
LP002778,"(LP002778,",IP43551,"IP43551,",Null,"Null,",360,"360,",160,"160),",,,,,,,,,,,
LP002784,"(LP002784,",IP43552,"IP43552,",Null,"Null,",360,"360,",80,"80),",,,,,,,,,,,
LP002785,"(LP002785,",IP43553,"IP43553,",158,"158,",360,"360,",437,"437),",,,,,,,,,,,
LP002788,"(LP002788,",IP43554,"IP43554,",181,"181,",360,"360,",63,"63),",,,,,,,,,,,
LP002789,"(LP002789,",IP43555,"IP43555,",132,"132,",180,"180,",867,"867),",,,,,,,,,,,
LP002792,"(LP002792,",IP43556,"IP43556,",26,"26,",360,"360,",632,"632),",,,,,,,,,,,
LP002794,"(LP002794,",IP43557,"IP43557,",84,"84,",360,"360,",367,"367),",,,,,,,,,,,
LP002795,"(LP002795,",IP43558,"IP43558,",260,"260,",360,"360,",720,"720),",,,,,,,,,,,
LP002798,"(LP002798,",IP43559,"IP43559,",162,"162,",360,"360,",929,"929),",,,,,,,,,,,
LP002804,"(LP002804,",IP43560,"IP43560,",182,"182,",360,"360,",469,"469),",,,,,,,,,,,
LP002807,"(LP002807,",IP43561,"IP43561,",108,"108,",360,"360,",656,"656),",,,,,,,,,,,
LP002813,"(LP002813,",IP43562,"IP43562,",600,"600,",360,"360,",169,"169),",,,,,,,,,,,
LP002820,"(LP002820,",IP43563,"IP43563,",211,"211,",360,"360,",741,"741),",,,,,,,,,,,
LP002821,"(LP002821,",IP43564,"IP43564,",132,"132,",360,"360,",70,"70),",,,,,,,,,,,
LP002832,"(LP002832,",IP43565,"IP43565,",258,"258,",360,"360,",524,"524),",,,,,,,,,,,
LP002833,"(LP002833,",IP43566,"IP43566,",120,"120,",360,"360,",492,"492),",,,,,,,,,,,
LP002836,"(LP002836,",IP43567,"IP43567,",70,"70,",360,"360,",713,"713),",,,,,,,,,,,
LP002837,"(LP002837,",IP43568,"IP43568,",123,"123,",360,"360,",875,"875),",,,,,,,,,,,
LP002840,"(LP002840,",IP43569,"IP43569,",9,"9,",360,"360,",310,"310),",,,,,,,,,,,
LP002841,"(LP002841,",IP43570,"IP43570,",104,"104,",360,"360,",271,"271),",,,,,,,,,,,
LP002842,"(LP002842,",IP43571,"IP43571,",186,"186,",360,"360,",775,"775),",,,,,,,,,,,
LP002847,"(LP002847,",IP43572,"IP43572,",165,"165,",360,"360,",110,"110),",,,,,,,,,,,
LP002855,"(LP002855,",IP43573,"IP43573,",275,"275,",360,"360,",286,"286),",,,,,,,,,,,
LP002862,"(LP002862,",IP43574,"IP43574,",187,"187,",480,"480,",126,"126),",,,,,,,,,,,
LP002863,"(LP002863,",IP43575,"IP43575,",150,"150,",360,"360,",351,"351),",,,,,,,,,,,
LP002868,"(LP002868,",IP43576,"IP43576,",108,"108,",84,"84,",982,"982),",,,,,,,,,,,
LP002872,"(LP002872,",IP43577,"IP43577,",136,"136,",360,"360,",350,"350),",,,,,,,,,,,
LP002874,"(LP002874,",IP43578,"IP43578,",110,"110,",360,"360,",682,"682),",,,,,,,,,,,
LP002877,"(LP002877,",IP43579,"IP43579,",107,"107,",360,"360,",804,"804),",,,,,,,,,,,
LP002888,"(LP002888,",IP43580,"IP43580,",161,"161,",360,"360,",491,"491),",,,,,,,,,,,
LP002892,"(LP002892,",IP43581,"IP43581,",205,"205,",360,"360,",560,"560),",,,,,,,,,,,
LP002893,"(LP002893,",IP43582,"IP43582,",90,"90,",360,"360,",92,"92),",,,,,,,,,,,
LP002894,"(LP002894,",IP43583,"IP43583,",36,"36,",360,"360,",370,"370),",,,,,,,,,,,
LP002898,"(LP002898,",IP43584,"IP43584,",61,"61,",360,"360,",524,"524),",,,,,,,,,,,
LP002911,"(LP002911,",IP43585,"IP43585,",146,"146,",360,"360,",371,"371),",,,,,,,,,,,
LP002912,"(LP002912,",IP43586,"IP43586,",172,"172,",84,"84,",817,"817),",,,,,,,,,,,
LP002916,"(LP002916,",IP43587,"IP43587,",104,"104,",360,"360,",751,"751),",,,,,,,,,,,
LP002917,"(LP002917,",IP43588,"IP43588,",70,"70,",360,"360,",588,"588),",,,,,,,,,,,
LP002925,"(LP002925,",IP43589,"IP43589,",94,"94,",360,"360,",235,"235),",,,,,,,,,,,
LP002926,"(LP002926,",IP43590,"IP43590,",106,"106,",360,"360,",851,"851),",,,,,,,,,,,
LP002928,"(LP002928,",IP43591,"IP43591,",56,"56,",180,"180,",73,"73),",,,,,,,,,,,
LP002931,"(LP002931,",IP43592,"IP43592,",205,"205,",240,"240,",665,"665),",,,,,,,,,,,
LP002933,"(LP002933,",IP43593,"IP43593,",292,"292,",360,"360,",826,"826),",,,,,,,,,,,
LP002936,"(LP002936,",IP43594,"IP43594,",142,"142,",180,"180,",704,"704),",,,,,,,,,,,
LP002938,"(LP002938,",IP43595,"IP43595,",260,"260,",360,"360,",548,"548),",,,,,,,,,,,
LP002940,"(LP002940,",IP43596,"IP43596,",110,"110,",360,"360,",407,"407),",,,,,,,,,,,
LP002941,"(LP002941,",IP43597,"IP43597,",187,"187,",360,"360,",257,"257),",,,,,,,,,,,
LP002943,"(LP002943,",IP43598,"IP43598,",88,"88,",360,"360,",822,"822),",,,,,,,,,,,
LP002945,"(LP002945,",IP43599,"IP43599,",180,"180,",360,"360,",461,"461),",,,,,,,,,,,
LP002948,"(LP002948,",IP43600,"IP43600,",192,"192,",360,"360,",556,"556),",,,,,,,,,,,
LP002949,"(LP002949,",IP43601,"IP43601,",350,"350,",180,"180,",760,"760),",,,,,,,,,,,
LP002950,"(LP002950,",IP43602,"IP43602,",155,"155,",360,"360,",67,"67),",,,,,,,,,,,
LP002953,"(LP002953,",IP43603,"IP43603,",128,"128,",360,"360,",465,"465),",,,,,,,,,,,
LP002958,"(LP002958,",IP43604,"IP43604,",172,"172,",360,"360,",863,"863),",,,,,,,,,,,
LP002959,"(LP002959,",IP43605,"IP43605,",496,"496,",360,"360,",234,"234),",,,,,,,,,,,
LP002960,"(LP002960,",IP43606,"IP43606,",Null,"Null,",180,"180,",944,"944),",,,,,,,,,,,
LP002961,"(LP002961,",IP43607,"IP43607,",173,"173,",360,"360,",201,"201),",,,,,,,,,,,
LP002964,"(LP002964,",IP43608,"IP43608,",157,"157,",360,"360,",439,"439),",,,,,,,,,,,
LP002974,"(LP002974,",IP43609,"IP43609,",108,"108,",360,"360,",478,"478),",,,,,,,,,,,
LP002978,"(LP002978,",IP43610,"IP43610,",71,"71,",360,"360,",982,"982),",,,,,,,,,,,
LP002979,"(LP002979,",IP43611,"IP43611,",40,"40,",180,"180,",946,"946),",,,,,,,,,,,
LP002983,"(LP002983,",IP43612,"IP43612,",253,"253,",360,"360,",961,"961),",,,,,,,,,,,
LP002984,"(LP002984,",IP43613,"IP43613,",187,"187,",360,"360,",121,"121),",,,,,,,,,,,
LP002990,"(LP002990,",IP43614,"IP43614,",133,"133,",360,"360,",792,"792),",,,,,,,,,,,
